"Text-raw","IsAVerse","Verse-temp","Chapter 1","AnyChapter","IsABook","Type","Chapter","Text"
"138 Or rather, in other words, Blessed is he that believeth in the word of God and is baptized without stubbornness of heart, yea, without being brought to know the word or even compelled to know before they will believe.",1,138,0,0,0,"verse",16,"Or rather, in other words, Blessed is he that believeth in the word of God and is baptized without stubbornness of heart, yea, without being brought to know the word or even compelled to know before they will believe."
"139 Yea, there are many who do say, If thou wilt show unto us a sign from heaven, then we shall know of a surety, then we shall believe.",1,139,0,0,0,"verse",16,"Yea, there are many who do say, If thou wilt show unto us a sign from heaven, then we shall know of a surety, then we shall believe."
"140 Now I ask, Is this faith? Behold, I say unto you, Nay; for if a man knoweth a thing, he hath no cause to believe, for he knoweth it.",1,140,0,0,0,"verse",16,"Now I ask, Is this faith? Behold, I say unto you, Nay; for if a man knoweth a thing, he hath no cause to believe, for he knoweth it."
"141 And now, how much more cursed is he that knoweth the will of God and doeth it not, than he that only believeth, or only hath cause to believe, and falleth into transgression? Now of this thing ye must judge.",1,141,0,0,0,"verse",16,"And now, how much more cursed is he that knoweth the will of God and doeth it not, than he that only believeth, or only hath cause to believe, and falleth into transgression? Now of this thing ye must judge."
"142 Behold, I say unto you that it is on the one hand, even as it is on the other; and it shall be unto every man according to his work.",1,142,0,0,0,"verse",16,"Behold, I say unto you that it is on the one hand, even as it is on the other; and it shall be unto every man according to his work."
"143 And now, as I said concerning faith: Faith is not to have a perfect knowledge of things; therefore, if ye have faith, ye hope for things which are not seen, which are true.",1,143,0,0,0,"verse",16,"And now, as I said concerning faith: Faith is not to have a perfect knowledge of things; therefore, if ye have faith, ye hope for things which are not seen, which are true."
"144 And now, behold, I say unto you--and I would that ye should remember that God is merciful unto all who believe on his name--therefore, he desireth, in the first place, that ye should believe, yea, even on his word.",1,144,0,0,0,"verse",16,"And now, behold, I say unto you--and I would that ye should remember that God is merciful unto all who believe on his name--therefore, he desireth, in the first place, that ye should believe, yea, even on his word."
"145 And now, he imparteth his word by angels unto men--yea, not only men, but women also.",1,145,0,0,0,"verse",16,"And now, he imparteth his word by angels unto men--yea, not only men, but women also."
"146 Now this is not all. Little children do have words given unto them many times, which confound the wise and the learned.",1,146,0,0,0,"verse",16,"Now this is not all. Little children do have words given unto them many times, which confound the wise and the learned."
"147 And now, my beloved brethren, as ye have desired to know of me what ye shall do because ye are afflicted and cast out--now I do not desire that ye should suppose that I mean to judge you only according to that which is true;",1,147,0,0,0,"verse",16,"And now, my beloved brethren, as ye have desired to know of me what ye shall do because ye are afflicted and cast out--now I do not desire that ye should suppose that I mean to judge you only according to that which is true;"
"148 For I do not mean that ye, all of you, have been compelled to humble yourselves; for I verily believe that there are some among you who would humble themselves, let them be in whatsoever circumstances they might.",1,148,0,0,0,"verse",16,"For I do not mean that ye, all of you, have been compelled to humble yourselves; for I verily believe that there are some among you who would humble themselves, let them be in whatsoever circumstances they might."
"149 Now as I said concerning faith, that it was not a perfect knowledge, even so it is with my words.",1,149,0,0,0,"verse",16,"Now as I said concerning faith, that it was not a perfect knowledge, even so it is with my words."
"150 Ye cannot know of their surety at first, unto perfection, any more than faith is a perfect knowledge.",1,150,0,0,0,"verse",16,"Ye cannot know of their surety at first, unto perfection, any more than faith is a perfect knowledge."
"151 But behold, if ye will awake, and arouse your faculties, even to an experiment upon my words, and exercise a particle of faith, yea, even if ye can no more than desire to believe, let this desire work in you, even until ye believe in a manner that ye can give place for a portion of my words.",1,151,0,0,0,"verse",16,"But behold, if ye will awake, and arouse your faculties, even to an experiment upon my words, and exercise a particle of faith, yea, even if ye can no more than desire to believe, let this desire work in you, even until ye believe in a manner that ye can give place for a portion of my words."
"152 Now we will compare the word unto a seed.",1,152,0,0,0,"verse",16,"Now we will compare the word unto a seed."
"153 Now if ye give place that a seed may be planted in your heart, behold, if it be a true seed, or a good seed, if ye do not cast it out by your unbelief, that ye will resist the Spirit of the Lord, behold, it will begin to swell within your breasts;",1,153,0,0,0,"verse",16,"Now if ye give place that a seed may be planted in your heart, behold, if it be a true seed, or a good seed, if ye do not cast it out by your unbelief, that ye will resist the Spirit of the Lord, behold, it will begin to swell within your breasts;"
